Date,District,Market,Fruit,Variety,Grade,CaseType,Min Price,Max Price,Avg Price
21-10-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
22-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
22-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
23-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
23-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
24-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
24-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
25-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
25-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
26-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
26-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
27-10-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
27-10-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
28-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
28-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
29-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
29-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
30-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
30-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
31-10-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
31-10-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
01-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
01-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
02-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
02-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
03-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
03-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
04-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
04-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
05-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
05-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
06-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
06-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
07-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
07-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
08-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
08-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
09-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
09-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
10-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
10-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
11-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
11-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,350,325
12-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
12-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
13-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
13-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
14-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
14-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
15-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
15-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
16-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
16-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
17-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
17-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
18-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
18-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
19-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
19-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
20-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
20-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
21-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
21-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
22-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
22-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
23-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
23-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
24-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
24-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
25-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
25-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
26-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
26-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
27-11-2024,Shopian,Aglar,Apple,Maharaji,A,FC,400,500,450
27-11-2024,Shopian,Aglar,Apple,Maharaji,B,FC,300,400,350
28-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
28-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
29-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
29-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
30-11-2024,Shopian,Aglar,Apple,Maharaji,A,,,,
30-11-2024,Shopian,Aglar,Apple,Maharaji,B,,,,
01-10-2017,Shopian,Aglar,Apple,American,A,,,,
01-10-2017,Shopian,Aglar,Apple,American,B,,,,
02-10-2017,Shopian,Aglar,Apple,American,A,,,,
02-10-2017,Shopian,Aglar,Apple,American,B,,,,
03-10-2017,Shopian,Aglar,Apple,American,A,HC,150,250,200
03-10-2017,Shopian,Aglar,Apple,American,B,HC,100,120,110
04-10-2017,Shopian,Aglar,Apple,American,A,HC,150,250,200
04-10-2017,Shopian,Aglar,Apple,American,B,HC,100,120,110
05-10-2017,Shopian,Aglar,Apple,American,A,HC,170,270,220
05-10-2017,Shopian,Aglar,Apple,American,B,HC,100,150,125
06-10-2017,Shopian,Aglar,Apple,American,A,,,,
06-10-2017,Shopian,Aglar,Apple,American,B,,,,
07-10-2017,Shopian,Aglar,Apple,American,A,,,,
07-10-2017,Shopian,Aglar,Apple,American,B,,,,
08-10-2017,Shopian,Aglar,Apple,American,A,HC,170,270,220
08-10-2017,Shopian,Aglar,Apple,American,B,HC,100,150,125
09-10-2017,Shopian,Aglar,Apple,American,A,,,,
09-10-2017,Shopian,Aglar,Apple,American,B,,,,
10-10-2017,Shopian,Aglar,Apple,American,A,,,,
10-10-2017,Shopian,Aglar,Apple,American,B,,,,
11-10-2017,Shopian,Aglar,Apple,American,A,,,,
11-10-2017,Shopian,Aglar,Apple,American,B,,,,
12-10-2017,Shopian,Aglar,Apple,American,A,,,,
12-10-2017,Shopian,Aglar,Apple,American,B,,,,
13-10-2017,Shopian,Aglar,Apple,American,A,,,,
13-10-2017,Shopian,Aglar,Apple,American,B,,,,
14-10-2017,Shopian,Aglar,Apple,American,A,,,,
14-10-2017,Shopian,Aglar,Apple,American,B,,,,
15-10-2017,Shopian,Aglar,Apple,American,A,HC,200,260,230
15-10-2017,Shopian,Aglar,Apple,American,B,HC,125,175,150
16-10-2017,Shopian,Aglar,Apple,American,A,,,,
16-10-2017,Shopian,Aglar,Apple,American,B,,,,
17-10-2017,Shopian,Aglar,Apple,American,A,,,,
17-10-2017,Shopian,Aglar,Apple,American,B,,,,
18-10-2017,Shopian,Aglar,Apple,American,A,,,,
18-10-2017,Shopian,Aglar,Apple,American,B,,,,
19-10-2017,Shopian,Aglar,Apple,American,A,,,,
19-10-2017,Shopian,Aglar,Apple,American,B,,,,
20-10-2017,Shopian,Aglar,Apple,American,A,,,,
20-10-2017,Shopian,Aglar,Apple,American,B,,,,
21-10-2017,Shopian,Aglar,Apple,American,A,,,,
21-10-2017,Shopian,Aglar,Apple,American,B,,,,
22-10-2017,Shopian,Aglar,Apple,American,A,HC,200,260,230
22-10-2017,Shopian,Aglar,Apple,American,B,HC,125,175,150
23-10-2017,Shopian,Aglar,Apple,American,A,,,,
23-10-2017,Shopian,Aglar,Apple,American,B,,,,
24-10-2017,Shopian,Aglar,Apple,American,A,,,,
24-10-2017,Shopian,Aglar,Apple,American,B,,,,
25-10-2017,Shopian,Aglar,Apple,American,A,,,,
25-10-2017,Shopian,Aglar,Apple,American,B,,,,
26-10-2017,Shopian,Aglar,Apple,American,A,,,,
26-10-2017,Shopian,Aglar,Apple,American,B,,,,
27-10-2017,Shopian,Aglar,Apple,American,A,,,,
27-10-2017,Shopian,Aglar,Apple,American,B,,,,
28-10-2017,Shopian,Aglar,Apple,American,A,HC,200,260,230
28-10-2017,Shopian,Aglar,Apple,American,B,HC,125,175,150
29-10-2017,Shopian,Aglar,Apple,American,A,,,,
29-10-2017,Shopian,Aglar,Apple,American,B,,,,
30-10-2017,Shopian,Aglar,Apple,American,A,,,,
30-10-2017,Shopian,Aglar,Apple,American,B,,,,
31-10-2017,Shopian,Aglar,Apple,American,A,,,,
31-10-2017,Shopian,Aglar,Apple,American,B,,,,
01-11-2017,Shopian,Aglar,Apple,American,A,HC,200,260,230
01-11-2017,Shopian,Aglar,Apple,American,B,HC,125,175,150
02-11-2017,Shopian,Aglar,Apple,American,A,,,,
02-11-2017,Shopian,Aglar,Apple,American,B,,,,
03-11-2017,Shopian,Aglar,Apple,American,A,,,,
03-11-2017,Shopian,Aglar,Apple,American,B,,,,
04-11-2017,Shopian,Aglar,Apple,American,A,,,,
04-11-2017,Shopian,Aglar,Apple,American,B,,,,
05-11-2017,Shopian,Aglar,Apple,American,A,,,,
05-11-2017,Shopian,Aglar,Apple,American,B,,,,
06-11-2017,Shopian,Aglar,Apple,American,A,,,,
06-11-2017,Shopian,Aglar,Apple,American,B,,,,
07-11-2017,Shopian,Aglar,Apple,American,A,,,,
07-11-2017,Shopian,Aglar,Apple,American,B,,,,
08-11-2017,Shopian,Aglar,Apple,American,A,HC,200,300,250
08-11-2017,Shopian,Aglar,Apple,American,B,HC,125,220,175
09-11-2017,Shopian,Aglar,Apple,American,A,,,,
09-11-2017,Shopian,Aglar,Apple,American,B,,,,
10-11-2017,Shopian,Aglar,Apple,American,A,,,,
10-11-2017,Shopian,Aglar,Apple,American,B,,,,
11-11-2017,Shopian,Aglar,Apple,American,A,,,,
11-11-2017,Shopian,Aglar,Apple,American,B,,,,
12-11-2017,Shopian,Aglar,Apple,American,A,,,,
12-11-2017,Shopian,Aglar,Apple,American,B,,,,
13-11-2017,Shopian,Aglar,Apple,American,A,,,,
13-11-2017,Shopian,Aglar,Apple,American,B,,,,
14-11-2017,Shopian,Aglar,Apple,American,A,,,,
14-11-2017,Shopian,Aglar,Apple,American,B,,,,
15-11-2017,Shopian,Aglar,Apple,American,A,HC,200,300,250
15-11-2017,Shopian,Aglar,Apple,American,B,HC,125,220,175
16-11-2017,Shopian,Aglar,Apple,American,A,,,,
16-11-2017,Shopian,Aglar,Apple,American,B,,,,
17-11-2017,Shopian,Aglar,Apple,American,A,,,,
17-11-2017,Shopian,Aglar,Apple,American,B,,,,
18-11-2017,Shopian,Aglar,Apple,American,A,,,,
18-11-2017,Shopian,Aglar,Apple,American,B,,,,
19-11-2017,Shopian,Aglar,Apple,American,A,,,,
19-11-2017,Shopian,Aglar,Apple,American,B,,,,
20-11-2017,Shopian,Aglar,Apple,American,A,,,,
20-11-2017,Shopian,Aglar,Apple,American,B,,,,
21-11-2017,Shopian,Aglar,Apple,American,A,,,,
21-11-2017,Shopian,Aglar,Apple,American,B,,,,
22-11-2017,Shopian,Aglar,Apple,American,A,HC,200,300,250
22-11-2017,Shopian,Aglar,Apple,American,B,HC,125,220,175
23-11-2017,Shopian,Aglar,Apple,American,A,,,,
23-11-2017,Shopian,Aglar,Apple,American,B,,,,
24-11-2017,Shopian,Aglar,Apple,American,A,,,,
24-11-2017,Shopian,Aglar,Apple,American,B,,,,
25-11-2017,Shopian,Aglar,Apple,American,A,,,,
25-11-2017,Shopian,Aglar,Apple,American,B,,,,
26-11-2017,Shopian,Aglar,Apple,American,A,,,,
26-11-2017,Shopian,Aglar,Apple,American,B,,,,
27-11-2017,Shopian,Aglar,Apple,American,A,,,,
27-11-2017,Shopian,Aglar,Apple,American,B,,,,
28-11-2017,Shopian,Aglar,Apple,American,A,HC,200,300,250
28-11-2017,Shopian,Aglar,Apple,American,B,HC,125,220,175
29-11-2017,Shopian,Aglar,Apple,American,A,,,,
29-11-2017,Shopian,Aglar,Apple,American,B,,,,
30-11-2017,Shopian,Aglar,Apple,American,A,,,,
30-11-2017,Shopian,Aglar,Apple,American,B,,,,
01-10-2018,Shopian,Aglar,Apple,American,A,,,,
01-10-2018,Shopian,Aglar,Apple,American,B,,,,
02-10-2018,Shopian,Aglar,Apple,American,A,,,,
02-10-2018,Shopian,Aglar,Apple,American,B,,,,
03-10-2018,Shopian,Aglar,Apple,American,A,FC,300,400,350
03-10-2018,Shopian,Aglar,Apple,American,B,FC,150,250,200
04-10-2018,Shopian,Aglar,Apple,American,A,,,,
04-10-2018,Shopian,Aglar,Apple,American,B,,,,
05-10-2018,Shopian,Aglar,Apple,American,A,FC,300,400,350
05-10-2018,Shopian,Aglar,Apple,American,B,,,,
06-10-2018,Shopian,Aglar,Apple,American,A,,,,
06-10-2018,Shopian,Aglar,Apple,American,B,,,,
07-10-2018,Shopian,Aglar,Apple,American,A,,,,
07-10-2018,Shopian,Aglar,Apple,American,B,,,,
08-10-2018,Shopian,Aglar,Apple,American,A,FC,300,500,400
08-10-2018,Shopian,Aglar,Apple,American,B,,,,
09-10-2018,Shopian,Aglar,Apple,American,A,FC,300,500,400
09-10-2018,Shopian,Aglar,Apple,American,B,,,,
10-10-2018,Shopian,Aglar,Apple,American,A,FC,300,500,400
10-10-2018,Shopian,Aglar,Apple,American,B,FC,150,300,220
11-10-2018,Shopian,Aglar,Apple,American,A,FC,300,500,400
11-10-2018,Shopian,Aglar,Apple,American,B,,,,
12-10-2018,Shopian,Aglar,Apple,American,A,,,,
12-10-2018,Shopian,Aglar,Apple,American,B,,,,
13-10-2018,Shopian,Aglar,Apple,American,A,FC,300,500,400
13-10-2018,Shopian,Aglar,Apple,American,B,,,,
14-10-2018,Shopian,Aglar,Apple,American,A,,,,
14-10-2018,Shopian,Aglar,Apple,American,B,,,,
15-10-2018,Shopian,Aglar,Apple,American,A,FC,300,500,400
15-10-2018,Shopian,Aglar,Apple,American,B,,,,
16-10-2018,Shopian,Aglar,Apple,American,A,,,,
16-10-2018,Shopian,Aglar,Apple,American,B,,,,
17-10-2018,Shopian,Aglar,Apple,American,A,FC,300,500,400
17-10-2018,Shopian,Aglar,Apple,American,B,FC,150,300,220
18-10-2018,Shopian,Aglar,Apple,American,A,,,,
18-10-2018,Shopian,Aglar,Apple,American,B,,,,
19-10-2018,Shopian,Aglar,Apple,American,A,,,,
19-10-2018,Shopian,Aglar,Apple,American,B,,,,
20-10-2018,Shopian,Aglar,Apple,American,A,,,,
20-10-2018,Shopian,Aglar,Apple,American,B,,,,
21-10-2018,Shopian,Aglar,Apple,American,A,,,,
21-10-2018,Shopian,Aglar,Apple,American,B,,,,
22-10-2018,Shopian,Aglar,Apple,American,A,,,,
22-10-2018,Shopian,Aglar,Apple,American,B,,,,
23-10-2018,Shopian,Aglar,Apple,American,A,,,,
23-10-2018,Shopian,Aglar,Apple,American,B,,,,
24-10-2018,Shopian,Aglar,Apple,American,A,FC,200,400,300
24-10-2018,Shopian,Aglar,Apple,American,B,FC,150,250,200
25-10-2018,Shopian,Aglar,Apple,American,A,,,,
25-10-2018,Shopian,Aglar,Apple,American,B,,,,
26-10-2018,Shopian,Aglar,Apple,American,A,FC,200,400,300
26-10-2018,Shopian,Aglar,Apple,American,B,,,,
27-10-2018,Shopian,Aglar,Apple,American,A,,,,
27-10-2018,Shopian,Aglar,Apple,American,B,,,,
28-10-2018,Shopian,Aglar,Apple,American,A,,,,
28-10-2018,Shopian,Aglar,Apple,American,B,,,,
29-10-2018,Shopian,Aglar,Apple,American,A,FC,200,400,300
29-10-2018,Shopian,Aglar,Apple,American,B,,,,
30-10-2018,Shopian,Aglar,Apple,American,A,FC,200,400,300
30-10-2018,Shopian,Aglar,Apple,American,B,,,,
31-10-2018,Shopian,Aglar,Apple,American,A,FC,200,400,300
31-10-2018,Shopian,Aglar,Apple,American,B,FC,150,250,200
01-11-2018,Shopian,Aglar,Apple,American,A,FC,200,400,300
01-11-2018,Shopian,Aglar,Apple,American,B,,,,
02-11-2018,Shopian,Aglar,Apple,American,A,FC,200,400,300
02-11-2018,Shopian,Aglar,Apple,American,B,,,,
03-11-2018,Shopian,Aglar,Apple,American,A,FC,200,400,300
03-11-2018,Shopian,Aglar,Apple,American,B,,,,
04-11-2018,Shopian,Aglar,Apple,American,A,,,,
04-11-2018,Shopian,Aglar,Apple,American,B,,,,
05-11-2018,Shopian,Aglar,Apple,American,A,,,,
05-11-2018,Shopian,Aglar,Apple,American,B,,,,
06-11-2018,Shopian,Aglar,Apple,American,A,,,,
06-11-2018,Shopian,Aglar,Apple,American,B,,,,
07-11-2018,Shopian,Aglar,Apple,American,A,,,,
07-11-2018,Shopian,Aglar,Apple,American,B,,,,
08-11-2018,Shopian,Aglar,Apple,American,A,FC,200,300,250
08-11-2018,Shopian,Aglar,Apple,American,B,FC,150,200,180
09-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
09-11-2018,Shopian,Aglar,Apple,American,B,,,,
10-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
10-11-2018,Shopian,Aglar,Apple,American,B,,,,
11-11-2018,Shopian,Aglar,Apple,American,A,,,,
11-11-2018,Shopian,Aglar,Apple,American,B,,,,
12-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
12-11-2018,Shopian,Aglar,Apple,American,B,,,,
13-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
13-11-2018,Shopian,Aglar,Apple,American,B,,,,
14-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
14-11-2018,Shopian,Aglar,Apple,American,B,FC,170,250,210
15-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
15-11-2018,Shopian,Aglar,Apple,American,B,,,,
16-11-2018,Shopian,Aglar,Apple,American,A,FC,240,340,290
16-11-2018,Shopian,Aglar,Apple,American,B,,,,
17-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
17-11-2018,Shopian,Aglar,Apple,American,B,,,,
18-11-2018,Shopian,Aglar,Apple,American,A,,,,
18-11-2018,Shopian,Aglar,Apple,American,B,,,,
19-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
19-11-2018,Shopian,Aglar,Apple,American,B,,,,
20-11-2018,Shopian,Aglar,Apple,American,A,,,,
20-11-2018,Shopian,Aglar,Apple,American,B,,,,
21-11-2018,Shopian,Aglar,Apple,American,A,,,,
21-11-2018,Shopian,Aglar,Apple,American,B,,,,
22-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
22-11-2018,Shopian,Aglar,Apple,American,B,FC,170,250,210
23-11-2018,Shopian,Aglar,Apple,American,A,,,,
23-11-2018,Shopian,Aglar,Apple,American,B,,,,
24-11-2018,Shopian,Aglar,Apple,American,A,FC,250,350,300
24-11-2018,Shopian,Aglar,Apple,American,B,,,,
25-11-2018,Shopian,Aglar,Apple,American,A,,,,
25-11-2018,Shopian,Aglar,Apple,American,B,,,,
26-11-2018,Shopian,Aglar,Apple,American,A,,,,
26-11-2018,Shopian,Aglar,Apple,American,B,,,,
27-11-2018,Shopian,Aglar,Apple,American,A,,,,
27-11-2018,Shopian,Aglar,Apple,American,B,,,,
28-11-2018,Shopian,Aglar,Apple,American,A,FC,300,400,350
28-11-2018,Shopian,Aglar,Apple,American,B,FC,180,280,230
29-11-2018,Shopian,Aglar,Apple,American,A,,,,
29-11-2018,Shopian,Aglar,Apple,American,B,,,,
30-11-2018,Shopian,Aglar,Apple,American,A,FC,300,400,350
30-11-2018,Shopian,Aglar,Apple,American,B,,,,
01-10-2019,Shopian,Aglar,Apple,American,A,,,,
01-10-2019,Shopian,Aglar,Apple,American,B,,,,
02-10-2019,Shopian,Aglar,Apple,American,A,,,,
02-10-2019,Shopian,Aglar,Apple,American,B,,,,
03-10-2019,Shopian,Aglar,Apple,American,A,,,,
03-10-2019,Shopian,Aglar,Apple,American,B,,,,
04-10-2019,Shopian,Aglar,Apple,American,A,,,,
04-10-2019,Shopian,Aglar,Apple,American,B,,,,
05-10-2019,Shopian,Aglar,Apple,American,A,,,,
05-10-2019,Shopian,Aglar,Apple,American,B,,,,
06-10-2019,Shopian,Aglar,Apple,American,A,,,,
06-10-2019,Shopian,Aglar,Apple,American,B,,,,
07-10-2019,Shopian,Aglar,Apple,American,A,FC,750,800,770
07-10-2019,Shopian,Aglar,Apple,American,B,FC,500,520,510
08-10-2019,Shopian,Aglar,Apple,American,A,,,,
08-10-2019,Shopian,Aglar,Apple,American,B,,,,
09-10-2019,Shopian,Aglar,Apple,American,A,,,,
09-10-2019,Shopian,Aglar,Apple,American,B,,,,
10-10-2019,Shopian,Aglar,Apple,American,A,,,,
10-10-2019,Shopian,Aglar,Apple,American,B,,,,
11-10-2019,Shopian,Aglar,Apple,American,A,,,,
11-10-2019,Shopian,Aglar,Apple,American,B,,,,
12-10-2019,Shopian,Aglar,Apple,American,A,,,,
12-10-2019,Shopian,Aglar,Apple,American,B,,,,
13-10-2019,Shopian,Aglar,Apple,American,A,FC,750,800,770
13-10-2019,Shopian,Aglar,Apple,American,B,FC,500,520,510
14-10-2019,Shopian,Aglar,Apple,American,A,,,,
14-10-2019,Shopian,Aglar,Apple,American,B,,,,
15-10-2019,Shopian,Aglar,Apple,American,A,,,,
15-10-2019,Shopian,Aglar,Apple,American,B,,,,
16-10-2019,Shopian,Aglar,Apple,American,A,,,,
16-10-2019,Shopian,Aglar,Apple,American,B,,,,
17-10-2019,Shopian,Aglar,Apple,American,A,,,,
17-10-2019,Shopian,Aglar,Apple,American,B,,,,
18-10-2019,Shopian,Aglar,Apple,American,A,,,,
18-10-2019,Shopian,Aglar,Apple,American,B,,,,
19-10-2019,Shopian,Aglar,Apple,American,A,,,,
19-10-2019,Shopian,Aglar,Apple,American,B,,,,
20-10-2019,Shopian,Aglar,Apple,American,A,FC,750,800,770
20-10-2019,Shopian,Aglar,Apple,American,B,FC,500,520,510
21-10-2019,Shopian,Aglar,Apple,American,A,,,,
21-10-2019,Shopian,Aglar,Apple,American,B,,,,
22-10-2019,Shopian,Aglar,Apple,American,A,,,,
22-10-2019,Shopian,Aglar,Apple,American,B,,,,
23-10-2019,Shopian,Aglar,Apple,American,A,,,,
23-10-2019,Shopian,Aglar,Apple,American,B,,,,
24-10-2019,Shopian,Aglar,Apple,American,A,,,,
24-10-2019,Shopian,Aglar,Apple,American,B,,,,
25-10-2019,Shopian,Aglar,Apple,American,A,,,,
25-10-2019,Shopian,Aglar,Apple,American,B,,,,
26-10-2019,Shopian,Aglar,Apple,American,A,FC,750,800,770
26-10-2019,Shopian,Aglar,Apple,American,B,FC,500,520,510
27-10-2019,Shopian,Aglar,Apple,American,A,,,,
27-10-2019,Shopian,Aglar,Apple,American,B,,,,
28-10-2019,Shopian,Aglar,Apple,American,A,,,,
28-10-2019,Shopian,Aglar,Apple,American,B,,,,
29-10-2019,Shopian,Aglar,Apple,American,A,,,,
29-10-2019,Shopian,Aglar,Apple,American,B,,,,
30-10-2019,Shopian,Aglar,Apple,American,A,,,,
30-10-2019,Shopian,Aglar,Apple,American,B,,,,
31-10-2019,Shopian,Aglar,Apple,American,A,,,,
31-10-2019,Shopian,Aglar,Apple,American,B,,,,
01-11-2019,Shopian,Aglar,Apple,American,A,,,,
01-11-2019,Shopian,Aglar,Apple,American,B,,,,
02-11-2019,Shopian,Aglar,Apple,American,A,,,,
02-11-2019,Shopian,Aglar,Apple,American,B,,,,
03-11-2019,Shopian,Aglar,Apple,American,A,,,,
03-11-2019,Shopian,Aglar,Apple,American,B,,,,
04-11-2019,Shopian,Aglar,Apple,American,A,FC,750,800,770
04-11-2019,Shopian,Aglar,Apple,American,B,FC,500,520,510
05-11-2019,Shopian,Aglar,Apple,American,A,,,,
05-11-2019,Shopian,Aglar,Apple,American,B,,,,
06-11-2019,Shopian,Aglar,Apple,American,A,,,,
06-11-2019,Shopian,Aglar,Apple,American,B,,,,
07-11-2019,Shopian,Aglar,Apple,American,A,,,,
07-11-2019,Shopian,Aglar,Apple,American,B,,,,
08-11-2019,Shopian,Aglar,Apple,American,A,,,,
08-11-2019,Shopian,Aglar,Apple,American,B,,,,
09-11-2019,Shopian,Aglar,Apple,American,A,,,,
09-11-2019,Shopian,Aglar,Apple,American,B,,,,
10-11-2019,Shopian,Aglar,Apple,American,A,FC,750,800,770
10-11-2019,Shopian,Aglar,Apple,American,B,FC,500,520,510
11-11-2019,Shopian,Aglar,Apple,American,A,,,,
11-11-2019,Shopian,Aglar,Apple,American,B,,,,
12-11-2019,Shopian,Aglar,Apple,American,A,,,,
12-11-2019,Shopian,Aglar,Apple,American,B,,,,
13-11-2019,Shopian,Aglar,Apple,American,A,,,,
13-11-2019,Shopian,Aglar,Apple,American,B,,,,
14-11-2019,Shopian,Aglar,Apple,American,A,,,,
14-11-2019,Shopian,Aglar,Apple,American,B,,,,
15-11-2019,Shopian,Aglar,Apple,American,A,,,,
15-11-2019,Shopian,Aglar,Apple,American,B,,,,
16-11-2019,Shopian,Aglar,Apple,American,A,,,,
16-11-2019,Shopian,Aglar,Apple,American,B,,,,
17-11-2019,Shopian,Aglar,Apple,American,A,FC,750,800,770
17-11-2019,Shopian,Aglar,Apple,American,B,FC,500,520,510
18-11-2019,Shopian,Aglar,Apple,American,A,,,,
18-11-2019,Shopian,Aglar,Apple,American,B,,,,
19-11-2019,Shopian,Aglar,Apple,American,A,,,,
19-11-2019,Shopian,Aglar,Apple,American,B,,,,
20-11-2019,Shopian,Aglar,Apple,American,A,,,,
20-11-2019,Shopian,Aglar,Apple,American,B,,,,
21-11-2019,Shopian,Aglar,Apple,American,A,,,,
21-11-2019,Shopian,Aglar,Apple,American,B,,,,
22-11-2019,Shopian,Aglar,Apple,American,A,,,,
22-11-2019,Shopian,Aglar,Apple,American,B,,,,
23-11-2019,Shopian,Aglar,Apple,American,A,FC,750,800,770
23-11-2019,Shopian,Aglar,Apple,American,B,FC,500,520,510
24-11-2019,Shopian,Aglar,Apple,American,A,,,,
24-11-2019,Shopian,Aglar,Apple,American,B,,,,
25-11-2019,Shopian,Aglar,Apple,American,A,,,,
25-11-2019,Shopian,Aglar,Apple,American,B,,,,
26-11-2019,Shopian,Aglar,Apple,American,A,,,,
26-11-2019,Shopian,Aglar,Apple,American,B,,,,
27-11-2019,Shopian,Aglar,Apple,American,A,,,,
27-11-2019,Shopian,Aglar,Apple,American,B,,,,
28-11-2019,Shopian,Aglar,Apple,American,A,,,,
28-11-2019,Shopian,Aglar,Apple,American,B,,,,
29-11-2019,Shopian,Aglar,Apple,American,A,,,,
29-11-2019,Shopian,Aglar,Apple,American,B,,,,
30-11-2019,Shopian,Aglar,Apple,American,A,,,,
30-11-2019,Shopian,Aglar,Apple,American,B,,,,
01-10-2020,Shopian,Aglar,Apple,American,A,FC,400,550,475
01-10-2020,Shopian,Aglar,Apple,American,B,,,,
