Sr. No.,Market Name,Fruit/Crop,Fruit/Crop Variety,Date/Time,Price (per quintal)
,F & V Market Parimpora Srinagar,Apple,maharaji-medium,2005-11-06,1875.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-11-06,1250.0
,F & V Market Parimpora Srinagar,Apple,maharaji-small,2005-11-06,1406.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-large,2005-11-06,1656.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-11-06,938.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2005-11-06,2875.0
,Delhi Mandi,Apple,krd-large,2005-11-06,2250.0
,Delhi Mandi,Apple,golden-medium,2005-11-06,1250.0
,Mega F & V Aglar Shopian,Apple,others-large,2005-11-06,1656.0
,Delhi Mandi,Apple,golden-large,2005-11-06,1656.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2005-11-06,2875.0
,Delhi Mandi,Apple,krd-medium,2005-11-06,1875.0
,Delhi Mandi,Apple,krd-small,2005-11-06,1406.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-11-06,1250.0
,Delhi Mandi,Apple,golden-small,2005-11-06,938.0
,Delhi Mandi,Apple,delicious-large,2005-11-06,2875.0
,F&V Mandi Narwal,Apple,hazratbali-large,2005-11-06,938.0
,F&V Mandi Narwal,Apple,condition-medium,2005-11-06,2875.0
,F & V Market Ganderbal,Apple,others-medium,2005-11-06,1250.0
,F&V Mandi Narwal,Apple,golden-medium,2005-11-06,1656.0
,F&V Mandi Narwal,Apple,krd-medium,2005-11-06,1875.0
,F & V Market Ganderbal,Apple,others-large,2005-11-06,1656.0
,F & V Market Ganderbal,Apple,delicious-medium,2005-11-06,2875.0
,F&V Mandi Narwal,Apple,kesri-small,2005-11-06,2250.0
,F & V Market Ganderbal,Apple,others-small,2005-11-06,938.0
,F&V Mandi Narwal,Apple,golden-small,2005-11-06,1250.0
,F&V Mandi Narwal,Apple,maharaji-large,2005-11-06,1406.0
,F & V Market Ganderbal,Apple,hazratbali-large,2005-11-04,1406.0
,F&V Mandi Narwal,Apple,golden-medium,2005-11-04,1656.0
,F & V Market Ganderbal,Apple,others-medium,2005-11-04,1250.0
,F & V Market Ganderbal,Apple,others-small,2005-11-04,938.0
,F&V Mandi Narwal,Apple,maharaji-large,2005-11-04,1406.0
,F & V Market Ganderbal,Apple,others-large,2005-11-04,1656.0
,F&V Mandi Narwal,Apple,golden-small,2005-11-04,1250.0
,F & V Market Ganderbal,Apple,delicious-small,2005-11-04,2188.0
,F & V Market Ganderbal,Apple,delicious-medium,2005-11-04,2969.0
,F&V Mandi Narwal,Apple,delicious-large,2005-11-04,1406.0
,F&V Mandi Narwal,Apple,condition-medium,2005-11-04,2969.0
,F&V Mandi Narwal,Apple,kesri-small,2005-11-04,2344.0
,F&V Mandi Narwal,Apple,condition-small,2005-11-04,2188.0
,F&V Mandi Narwal,Apple,krd-medium,2005-11-04,1875.0
,F&V Mandi Narwal,Apple,hazratbali-large,2005-11-04,938.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-11-04,938.0
,F & V Market Parimpora Srinagar,Apple,maharaji-small,2005-11-04,1406.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2005-11-04,2969.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2005-11-04,2969.0
,F & V Market Parimpora Srinagar,Apple,maharaji-medium,2005-11-04,1875.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-large,2005-11-04,1656.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2005-11-04,2188.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2005-11-04,1406.0
,F & V Market Parimpora Srinagar,Apple,maharaji-large,2005-11-04,2344.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-11-04,1250.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2005-11-04,2188.0
,Delhi Mandi,Apple,golden-medium,2005-11-04,1250.0
,Delhi Mandi,Apple,krd-large,2005-11-04,2344.0
,Delhi Mandi,Apple,golden-large,2005-11-04,1656.0
,Mega F & V Aglar Shopian,Apple,krd-large,2005-11-04,2188.0
,Mega F & V Aglar Shopian,Apple,others-large,2005-11-04,1656.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-11-04,1250.0
,Delhi Mandi,Apple,delicious-large,2005-11-04,2969.0
,Delhi Mandi,Apple,delicious-small,2005-11-04,1406.0
,Delhi Mandi,Apple,golden-small,2005-11-04,938.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2005-11-04,1406.0
,Delhi Mandi,Apple,krd-medium,2005-11-04,1875.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2005-11-04,2969.0
,Delhi Mandi,Apple,delicious-medium,2005-11-04,2188.0
,Delhi Mandi,Apple,krd-small,2005-11-04,1406.0
,Mega F & V Aglar Shopian,Apple,krd-large,2005-11-02,1781.0
,Delhi Mandi,Apple,golden-medium,2005-11-02,1250.0
,Delhi Mandi,Apple,delicious-large,2005-11-02,2500.0
,Delhi Mandi,Apple,golden-large,2005-11-02,1656.0
,Delhi Mandi,Apple,delicious-small,2005-11-02,1250.0
,Delhi Mandi,Apple,krd-medium,2005-11-02,1600.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-11-02,1250.0
,Delhi Mandi,Apple,golden-small,2005-11-02,938.0
,Delhi Mandi,Apple,krd-small,2005-11-02,1300.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2005-11-02,2500.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2005-11-02,1250.0
,Delhi Mandi,Apple,delicious-medium,2005-11-02,1781.0
,Mega F & V Aglar Shopian,Apple,others-large,2005-11-02,1656.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2005-11-02,2500.0
,F & V Market Parimpora Srinagar,Apple,maharaji-medium,2005-11-02,1600.0
,F & V Market Parimpora Srinagar,Apple,maharaji-small,2005-11-02,1300.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2005-11-02,1781.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-11-02,938.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2005-11-02,2500.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-11-02,1250.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-large,2005-11-02,1656.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2005-11-02,1250.0
,F&V Mandi Narwal,Apple,condition-medium,2005-11-02,2500.0
,F & V Market Ganderbal,Apple,others-small,2005-11-02,938.0
,F&V Mandi Narwal,Apple,golden-small,2005-11-02,1250.0
,F&V Mandi Narwal,Apple,maharaji-large,2005-11-02,1300.0
,F&V Mandi Narwal,Apple,delicious-large,2005-11-02,1250.0
,F&V Mandi Narwal,Apple,krd-medium,2005-11-02,1600.0
,F & V Market Ganderbal,Apple,others-medium,2005-11-02,1250.0
,F & V Market Ganderbal,Apple,others-large,2005-11-02,1656.0
,F & V Market Ganderbal,Apple,delicious-medium,2005-11-02,2500.0
,F&V Mandi Narwal,Apple,golden-medium,2005-11-02,1656.0
,F&V Mandi Narwal,Apple,condition-small,2005-11-02,1781.0
,F&V Mandi Narwal,Apple,hazratbali-large,2005-11-02,938.0
,F & V Market Ganderbal,Apple,delicious-small,2005-11-02,1781.0
,F & V Market Ganderbal,Apple,hazratbali-large,2005-11-02,1250.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2005-11-02,1781.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-10-31,3056.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-10-31,2083.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-large,2005-10-31,3889.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-10-31,3056.0
,Mega F & V Aglar Shopian,Apple,others-large,2005-10-31,3889.0
,Delhi Mandi,Apple,golden-medium,2005-10-31,3056.0
,Delhi Mandi,Apple,golden-large,2005-10-31,3889.0
,Delhi Mandi,Apple,golden-small,2005-10-31,2083.0
,F & V Market Ganderbal,Apple,others-medium,2005-10-31,3056.0
,F & V Market Ganderbal,Apple,others-large,2005-10-31,3889.0
,F&V Mandi Narwal,Apple,golden-small,2005-10-31,3056.0
,F&V Mandi Narwal,Apple,hazratbali-large,2005-10-31,2083.0
,F & V Market Ganderbal,Apple,others-small,2005-10-31,2083.0
,F&V Mandi Narwal,Apple,golden-medium,2005-10-31,3889.0
,F&V Mandi Narwal,Apple,kesri-small,2005-10-30,1900.0
,F&V Mandi Narwal,Apple,delicious-large,2005-10-30,1500.0
,F & V Market Ganderbal,Apple,delicious-small,2005-10-30,2250.0
,F & V Market Ganderbal,Apple,others-medium,2005-10-30,1250.0
,F & V Market Ganderbal,Apple,american-small,2005-10-30,1250.0
,Kolkata Mandi,Apple,apple-medium,2005-10-30,1875.0
,Kolkata Mandi,Apple,apple-large,2005-10-30,2250.0
,Mumbai Mandi (Vashi),Apple,others,2005-10-30,2250.0
,F&V Mandi Narwal,Apple,golden-small,2005-10-30,1250.0
,F&V Mandi Narwal,Apple,golden-medium,2005-10-30,1719.0
,F & V Market Ganderbal,Apple,american-large,2005-10-30,2250.0
,F&V Mandi Narwal,Apple,krd-medium,2005-10-30,1600.0
,F&V Mandi Narwal,Apple,hazratbali-large,2005-10-30,938.0
,F & V Market Ganderbal,Apple,others-small,2005-10-30,938.0
,F&V Mandi Narwal,Apple,condition-small,2005-10-30,2250.0
,Kolkata Mandi,Apple,apple-small,2005-10-30,1250.0
,F&V Mandi Narwal,Apple,american-large,2005-10-30,2250.0
,F&V Mandi Narwal,Apple,condition-medium,2005-10-30,2938.0
,F&V Mandi Narwal,Apple,maharaji-large,2005-10-30,1300.0
,F & V Market Ganderbal,Apple,american-medium,2005-10-30,1875.0
,F & V Market Ganderbal,Apple,others-large,2005-10-30,1719.0
,F&V Mandi Narwal,Apple,american-small,2005-10-30,1250.0
,F & V Market Ganderbal,Apple,delicious-medium,2005-10-30,2938.0
,F&V Mandi Narwal,Apple,american-medium,2005-10-30,1875.0
,F & V Market Ganderbal,Apple,hazratbali-large,2005-10-30,1500.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2005-10-30,1500.0
,F & V Market Parimpora Srinagar,Apple,maharaji-small,2005-10-30,1300.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2005-10-30,2250.0
,F & V Market Parimpora Srinagar,Apple,maharaji-medium,2005-10-30,1600.0
,"F&V Market Pachaar, Pulwama",Apple,delicious-large,2005-10-30,1250.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-10-30,938.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-large,2005-10-30,1719.0
,F & V Market Parimpora Srinagar,Apple,american-small,2005-10-30,1250.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2005-10-30,2938.0
,F & V Market Parimpora Srinagar,Apple,american-medium,2005-10-30,1875.0
,F & V Market Parimpora Srinagar,Apple,american-large,2005-10-30,2250.0
,"F&V Market Pachaar, Pulwama",Apple,american-medium,2005-10-30,1875.0
,F & V Market Parimpora Srinagar,Apple,maharaji-large,2005-10-30,1900.0
,"F&V Market Pachaar, Pulwama",Apple,american-large,2005-10-30,2250.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-10-30,1250.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2005-10-30,2938.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2005-10-30,2250.0
,Delhi Mandi,Apple,golden-small,2005-10-30,938.0
,Delhi Mandi,Apple,delicious-small,2005-10-30,1500.0
,Delhi Mandi,Apple,american-large,2005-10-30,2250.0
,Delhi Mandi,Apple,golden-medium,2005-10-30,1250.0
,Delhi Mandi,Apple,delicious-large,2005-10-30,2938.0
,Delhi Mandi,Apple,krd-medium,2005-10-30,1600.0
,Mega F & V Aglar Shopian,Apple,krd-large,2005-10-30,2250.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-10-30,1250.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2005-10-30,2938.0
,Delhi Mandi,Apple,delicious-medium,2005-10-30,2250.0
,Delhi Mandi,Apple,krd-small,2005-10-30,1300.0
,Mega F & V Aglar Shopian,Apple,american-large,2005-10-30,2250.0
,Delhi Mandi,Apple,golden-large,2005-10-30,1719.0
,Mega F & V Aglar Shopian,Apple,delicious-large,2005-10-30,1250.0
,Mega F & V Aglar Shopian,Apple,american-medium,2005-10-30,1875.0
,Delhi Mandi,Apple,american-medium,2005-10-30,1875.0
,Delhi Mandi,Apple,krd-large,2005-10-30,1900.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2005-10-30,1500.0
,Mega F & V Aglar Shopian,Apple,others-large,2005-10-30,1719.0
,Delhi Mandi,Apple,american-small,2005-10-30,1250.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-10-28,1406.0
,Mega F & V Aglar Shopian,Apple,others-large,2005-10-28,1875.0
,Delhi Mandi,Apple,golden-small,2005-10-28,1000.0
,Delhi Mandi,Apple,american-small,2005-10-28,1250.0
,Delhi Mandi,Apple,golden-medium,2005-10-28,1406.0
,Mega F & V Aglar Shopian,Apple,krd-large,2005-10-28,2281.0
,Mega F & V Aglar Shopian,Apple,american-medium,2005-10-28,1875.0
,Mega F & V Aglar Shopian,Apple,delicious-large,2005-10-28,1250.0
,Delhi Mandi,Apple,delicious-medium,2005-10-28,2281.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2005-10-28,1500.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2005-10-28,2969.0
,Delhi Mandi,Apple,krd-small,2005-10-28,1469.0
,Delhi Mandi,Apple,american-medium,2005-10-28,1875.0
,Delhi Mandi,Apple,delicious-large,2005-10-28,2969.0
,Delhi Mandi,Apple,golden-large,2005-10-28,1875.0
,Delhi Mandi,Apple,krd-large,2005-10-28,2656.0
,Delhi Mandi,Apple,delicious-small,2005-10-28,1500.0
,Delhi Mandi,Apple,krd-medium,2005-10-28,2063.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2005-10-28,2281.0
,"F&V Market Pachaar, Pulwama",Apple,american-medium,2005-10-28,1875.0
,F & V Market Parimpora Srinagar,Apple,maharaji-medium,2005-10-28,2063.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-10-28,1406.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-10-28,1000.0
,F & V Market Parimpora Srinagar,Apple,american-small,2005-10-28,1250.0
,"F&V Market Pachaar, Pulwama",Apple,delicious-large,2005-10-28,1250.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-large,2005-10-28,1875.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2005-10-28,2969.0
,F & V Market Parimpora Srinagar,Apple,maharaji-large,2005-10-28,2656.0
,F & V Market Parimpora Srinagar,Apple,maharaji-small,2005-10-28,1469.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2005-10-28,2969.0
,F & V Market Parimpora Srinagar,Apple,american-medium,2005-10-28,1875.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2005-10-28,1500.0
,F&V Mandi Narwal,Apple,delicious-large,2005-10-28,1500.0
,F&V Mandi Narwal,Apple,golden-medium,2005-10-28,1875.0
,F&V Mandi Narwal,Apple,maharaji-large,2005-10-28,1469.0
,F&V Mandi Narwal,Apple,kesri-small,2005-10-28,2656.0
,F&V Mandi Narwal,Apple,american-small,2005-10-28,1250.0
,F & V Market Ganderbal,Apple,american-small,2005-10-28,1250.0
,F&V Mandi Narwal,Apple,condition-small,2005-10-28,2281.0
,F & V Market Ganderbal,Apple,delicious-small,2005-10-28,2281.0
,F & V Market Ganderbal,Apple,delicious-medium,2005-10-28,2969.0
,F & V Market Ganderbal,Apple,others-large,2005-10-28,1875.0
,F & V Market Ganderbal,Apple,hazratbali-large,2005-10-28,1500.0
,F & V Market Ganderbal,Apple,american-medium,2005-10-28,1875.0
,Kolkata Mandi,Apple,apple-small,2005-10-28,1250.0
,F&V Mandi Narwal,Apple,american-medium,2005-10-28,1875.0
,F & V Market Ganderbal,Apple,others-small,2005-10-28,1000.0
,F & V Market Ganderbal,Apple,others-medium,2005-10-28,1406.0
,F&V Mandi Narwal,Apple,krd-medium,2005-10-28,2063.0
,F&V Mandi Narwal,Apple,golden-small,2005-10-28,1406.0
,F&V Mandi Narwal,Apple,hazratbali-large,2005-10-28,1000.0
,Kolkata Mandi,Apple,apple-medium,2005-10-28,1875.0
,F&V Mandi Narwal,Apple,condition-medium,2005-10-28,2969.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2005-10-28,2281.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2005-10-27,2188.0
,F & V Market Parimpora Srinagar,Apple,maharaji-medium,2005-10-27,1600.0
,F & V Market Parimpora Srinagar,Apple,maharaji-small,2005-10-27,1300.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2005-10-27,1500.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-large,2005-10-27,1806.0
,F & V Market Parimpora Srinagar,Apple,american-small,2005-10-27,1250.0
,"F&V Market Pachaar, Pulwama",Apple,delicious-large,2005-10-27,1250.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2005-10-27,2813.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2005-10-27,2813.0
,"F&V Market Pachaar, Pulwama",Apple,american-large,2005-10-27,2250.0
,"F&V Market Pachaar, Pulwama",Apple,american-medium,2005-10-27,1875.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2005-10-27,2188.0
,F & V Market Parimpora Srinagar,Apple,american-medium,2005-10-27,1875.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-10-27,1111.0
,F & V Market Parimpora Srinagar,Apple,american-large,2005-10-27,2250.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-10-27,1472.0
,F & V Market Parimpora Srinagar,Apple,maharaji-large,2005-10-27,2000.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2005-10-27,1500.0
,Mega F & V Aglar Shopian,Apple,krd-large,2005-10-27,2188.0
,Delhi Mandi,Apple,delicious-medium,2005-10-27,2188.0
,Delhi Mandi,Apple,delicious-large,2005-10-27,2813.0
,Mega F & V Aglar Shopian,Apple,delicious-large,2005-10-27,1250.0
,Delhi Mandi,Apple,krd-large,2005-10-27,2000.0
,Delhi Mandi,Apple,krd-small,2005-10-27,1300.0
,Mega F & V Aglar Shopian,Apple,american-medium,2005-10-27,1875.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-10-27,1472.0
,Delhi Mandi,Apple,american-small,2005-10-27,1250.0
,Delhi Mandi,Apple,krd-medium,2005-10-27,1600.0
,Delhi Mandi,Apple,american-medium,2005-10-27,1875.0
,Delhi Mandi,Apple,golden-small,2005-10-27,1111.0
,Delhi Mandi,Apple,golden-medium,2005-10-27,1472.0
,Delhi Mandi,Apple,american-large,2005-10-27,2250.0
,Mega F & V Aglar Shopian,Apple,american-large,2005-10-27,2250.0
,Delhi Mandi,Apple,golden-large,2005-10-27,1806.0
,Mega F & V Aglar Shopian,Apple,others-large,2005-10-27,1806.0
,Delhi Mandi,Apple,delicious-small,2005-10-27,1500.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2005-10-27,2813.0
,F&V Mandi Narwal,Apple,condition-medium,2005-10-27,2813.0
,F & V Market Ganderbal,Apple,others-medium,2005-10-27,1472.0
,F&V Mandi Narwal,Apple,krd-medium,2005-10-27,1600.0
,F&V Mandi Narwal,Apple,kesri-small,2005-10-27,2000.0
,Kolkata Mandi,Apple,apple-small,2005-10-27,1250.0
,F&V Mandi Narwal,Apple,hazratbali-large,2005-10-27,1111.0
,F & V Market Ganderbal,Apple,american-small,2005-10-27,1250.0
,F&V Mandi Narwal,Apple,american-small,2005-10-27,1250.0
,F&V Mandi Narwal,Apple,golden-small,2005-10-27,1472.0
,F&V Mandi Narwal,Apple,american-medium,2005-10-27,1875.0
,F&V Mandi Narwal,Apple,delicious-large,2005-10-27,1500.0
,F & V Market Ganderbal,Apple,delicious-small,2005-10-27,2188.0
,Mumbai Mandi (Vashi),Apple,others,2005-10-27,2250.0
,F & V Market Ganderbal,Apple,american-large,2005-10-27,2250.0
,Kolkata Mandi,Apple,apple-large,2005-10-27,2250.0
,F & V Market Ganderbal,Apple,others-small,2005-10-27,1111.0
,F&V Mandi Narwal,Apple,american-large,2005-10-27,2250.0
,F&V Mandi Narwal,Apple,maharaji-large,2005-10-27,1300.0
,Kolkata Mandi,Apple,apple-medium,2005-10-27,1875.0
,F&V Mandi Narwal,Apple,condition-small,2005-10-27,2188.0
,F & V Market Ganderbal,Apple,others-large,2005-10-27,1806.0
,F & V Market Ganderbal,Apple,delicious-medium,2005-10-27,2813.0
,F & V Market Ganderbal,Apple,american-medium,2005-10-27,1875.0
,F&V Mandi Narwal,Apple,golden-medium,2005-10-27,1806.0
,F & V Market Ganderbal,Apple,hazratbali-large,2005-10-27,1500.0
,F & V Market Ganderbal,Apple,delicious-medium,2005-10-26,2725.0
,F&V Mandi Narwal,Apple,golden-small,2005-10-26,1470.0
,Mumbai Mandi (Vashi),Apple,others,2005-10-26,2250.0
,F&V Mandi Narwal,Apple,maharaji-large,2005-10-26,1300.0
,Kolkata Mandi,Apple,apple-medium,2005-10-26,1875.0
,Kolkata Mandi,Apple,apple-small,2005-10-26,1250.0
,F&V Mandi Narwal,Apple,american-large,2005-10-26,2250.0
,F & V Market Ganderbal,Apple,delicious-small,2005-10-26,2188.0
,F&V Mandi Narwal,Apple,delicious-large,2005-10-26,1500.0
,F&V Mandi Narwal,Apple,american-medium,2005-10-26,1875.0
,F&V Mandi Narwal,Apple,condition-small,2005-10-26,2188.0
,F&V Mandi Narwal,Apple,condition-medium,2005-10-26,2725.0
,F & V Market Ganderbal,Apple,hazratbali-large,2005-10-26,1500.0
,F & V Market Ganderbal,Apple,american-medium,2005-10-26,1875.0
,F&V Mandi Narwal,Apple,hazratbali-large,2005-10-26,1111.0
,F & V Market Ganderbal,Apple,american-small,2005-10-26,1250.0
,F & V Market Ganderbal,Apple,others-small,2005-10-26,1111.0
,F&V Mandi Narwal,Apple,american-small,2005-10-26,1250.0
,F&V Mandi Narwal,Apple,kesri-small,2005-10-26,2000.0
,Kolkata Mandi,Apple,apple-large,2005-10-26,2250.0
,F&V Mandi Narwal,Apple,krd-medium,2005-10-26,1650.0
,F & V Market Ganderbal,Apple,others-medium,2005-10-26,1470.0
,F & V Market Ganderbal,Apple,american-large,2005-10-26,2250.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2005-10-26,2188.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-10-26,1470.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2005-10-26,2725.0
,F & V Market Parimpora Srinagar,Apple,american-small,2005-10-26,1250.0
,"F&V Market Pachaar, Pulwama",Apple,american-large,2005-10-26,2250.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2005-10-26,2725.0
,F & V Market Parimpora Srinagar,Apple,american-medium,2005-10-26,1875.0
,F & V Market Parimpora Srinagar,Apple,maharaji-medium,2005-10-26,1650.0
,F & V Market Parimpora Srinagar,Apple,maharaji-small,2005-10-26,1300.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2005-10-26,1500.0
,"F&V Market Pachaar, Pulwama",Apple,delicious-large,2005-10-26,1250.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-10-26,1111.0
,"F&V Market Pachaar, Pulwama",Apple,american-medium,2005-10-26,1875.0
,F & V Market Parimpora Srinagar,Apple,american-large,2005-10-26,2250.0
,F & V Market Parimpora Srinagar,Apple,maharaji-large,2005-10-26,2000.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2005-10-26,2188.0
,Delhi Mandi,Apple,american-medium,2005-10-26,1875.0
,Delhi Mandi,Apple,delicious-large,2005-10-26,2725.0
,Delhi Mandi,Apple,krd-medium,2005-10-26,1650.0
,Delhi Mandi,Apple,delicious-small,2005-10-26,1500.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-10-26,1470.0
,Delhi Mandi,Apple,golden-medium,2005-10-26,1470.0
,Delhi Mandi,Apple,american-small,2005-10-26,1250.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2005-10-26,1500.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2005-10-26,2725.0
,Mega F & V Aglar Shopian,Apple,american-large,2005-10-26,2250.0
,Mega F & V Aglar Shopian,Apple,delicious-large,2005-10-26,1250.0
,Mega F & V Aglar Shopian,Apple,american-medium,2005-10-26,1875.0
,Delhi Mandi,Apple,krd-large,2005-10-26,2000.0
,Delhi Mandi,Apple,delicious-medium,2005-10-26,2188.0
,Mega F & V Aglar Shopian,Apple,krd-large,2005-10-26,2188.0
,Delhi Mandi,Apple,krd-small,2005-10-26,1300.0
,Delhi Mandi,Apple,golden-small,2005-10-26,1111.0
,Delhi Mandi,Apple,american-large,2005-10-26,2250.0
,Delhi Mandi,Apple,delicious-large,2005-10-25,2813.0
,Mega F & V Aglar Shopian,Apple,others-medium,2005-10-25,1472.0
,Delhi Mandi,Apple,golden-small,2005-10-25,1111.0
,Mega F & V Aglar Shopian,Apple,others-large,2005-10-25,1806.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2005-10-25,1500.0
,Delhi Mandi,Apple,krd-medium,2005-10-25,2000.0
,Delhi Mandi,Apple,american-medium,2005-10-25,1875.0
,Delhi Mandi,Apple,delicious-medium,2005-10-25,2188.0
,Mega F & V Aglar Shopian,Apple,krd-large,2005-10-25,2188.0
,Delhi Mandi,Apple,delicious-small,2005-10-25,1500.0
,Delhi Mandi,Apple,golden-medium,2005-10-25,1472.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2005-10-25,2813.0
,Mega F & V Aglar Shopian,Apple,delicious-large,2005-10-25,1250.0
,Delhi Mandi,Apple,krd-large,2005-10-25,2375.0
,Mega F & V Aglar Shopian,Apple,american-medium,2005-10-25,1875.0
,Delhi Mandi,Apple,american-large,2005-10-25,2250.0
,Delhi Mandi,Apple,krd-small,2005-10-25,1406.0
,Delhi Mandi,Apple,golden-large,2005-10-25,1806.0
,Delhi Mandi,Apple,american-small,2005-10-25,1250.0
,Mega F & V Aglar Shopian,Apple,american-large,2005-10-25,2250.0
,F & V Market Parimpora Srinagar,Apple,american-small,2005-10-25,1250.0
,"F&V Market Pachaar, Pulwama",Apple,american-medium,2005-10-25,1875.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-small,2005-10-25,1111.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-medium,2005-10-25,1472.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2005-10-25,2813.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2005-10-25,2188.0
,F & V Market Parimpora Srinagar,Apple,american-medium,2005-10-25,1875.0
,"F&V Market Pachaar, Pulwama",Apple,american-large,2005-10-25,2250.0
,F & V Market Parimpora Srinagar,Apple,maharaji-large,2005-10-25,2375.0
,F & V Market Parimpora Srinagar,Apple,american-large,2005-10-25,2250.0
,F & V Market Parimpora Srinagar,Apple,hazratbali-large,2005-10-25,1806.0
,F & V Market Parimpora Srinagar,Apple,maharaji-small,2005-10-25,1406.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2005-10-25,2813.0
,"F&V Market Pachaar, Pulwama",Apple,delicious-large,2005-10-25,1250.0
,F & V Market Parimpora Srinagar,Apple,maharaji-medium,2005-10-25,2000.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2005-10-25,1500.0
,F&V Mandi Narwal,Apple,condition-medium,2005-10-25,2813.0
